Store Group,Transaction Date,Business,Category,Main Category,Sub Category,Item ID,Product,Sale Quantity,Sales Value,Day,Cost,Sales
FreshMart Group,2025-02-11,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0377,Pumpkin,17,755.65,Tuesday,44.45,755.65
FreshMart Group,2025-02-18,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0378,Spinach,18,1162.26,Tuesday,64.57,1162.26
FreshMart Group,2025-01-02,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0379,Plum,8,363.92,Thursday,45.49,363.92
FreshMart Group,2025-02-06,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0380,Mosambi,14,1121.82,Thursday,80.13,1121.82
FreshMart Group,2025-02-07,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0381,Beetroot,9,306.81,Friday,34.09,306.81
FreshMart Group,2025-01-08,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0382,Banana,11,475.75,Wednesday,43.25,475.75
FreshMart Group,2025-02-04,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0383,Mango,18,655.02,Tuesday,36.39,655.02
FreshMart Group,2025-03-02,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0384,Banana,4,313.96,Sunday,78.49,313.96
FreshMart Group,2025-02-15,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0385,Blueberry,10,636.8,Saturday,63.68,636.8
FreshMart Group,2025-02-13,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0386,Blueberry,2,168.68,Thursday,84.34,168.68
FreshMart Group,2025-01-10,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0387,Lettuce,3,71.67,Friday,23.89,71.67
FreshMart Group,2025-01-14,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0388,Lemon,18,421.02,Tuesday,23.39,421.02
FreshMart Group,2025-02-22,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0389,Cabbage,5,229.75,Saturday,45.95,229.75
FreshMart Group,2025-01-24,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0390,Blueberry,1,83.97,Friday,83.97,83.97
FreshMart Group,2025-01-20,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0391,Pumpkin,9,775.98,Monday,86.22,775.98
FreshMart Group,2025-01-07,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0392,Cabbage,20,607.8,Tuesday,30.39,607.8
FreshMart Group,2025-01-13,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0393,Pumpkin,19,1751.23,Monday,92.17,1751.23
FreshMart Group,2025-01-26,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0394,Peach,16,835.84,Sunday,52.24,835.84
FreshMart Group,2025-02-11,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0395,Cabbage,12,695.52,Tuesday,57.96,695.52
FreshMart Group,2025-01-06,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0396,Lettuce,15,656.25,Monday,43.75,656.25
FreshMart Group,2025-02-10,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0397,Peach,9,384.75,Monday,42.75,384.75
FreshMart Group,2025-01-31,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0398,Mango,3,292.62,Friday,97.54,292.62
FreshMart Group,2025-01-01,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0399,Spinach,7,654.08,Wednesday,93.44,654.08
FreshMart Group,2025-02-23,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0400,Cabbage,10,466.4,Sunday,46.64,466.4
FreshMart Group,2025-02-12,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0401,Bottle Gourd,19,1593.72,Wednesday,83.88,1593.72
FreshMart Group,2025-02-16,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0402,Banana,17,1347.59,Sunday,79.27,1347.59
FreshMart Group,2025-01-13,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0403,Beetroot,19,798.57,Monday,42.03,798.57
FreshMart Group,2025-01-27,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0404,Beetroot,10,119.0,Monday,11.9,119.0
FreshMart Group,2025-01-25,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0405,Cauliflower,16,514.4,Saturday,32.15,514.4
FreshMart Group,2025-02-08,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0406,Peach,20,1148.0,Saturday,57.4,1148.0
FreshMart Group,2025-02-06,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0407,Spinach,14,916.3,Thursday,65.45,916.3
FreshMart Group,2025-01-03,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0408,Blueberry,7,696.22,Friday,99.46,696.22
FreshMart Group,2025-01-30,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0409,Plum,18,1128.24,Thursday,62.68,1128.24
FreshMart Group,2025-02-25,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0410,Cauliflower,11,445.61,Tuesday,40.51,445.61
FreshMart Group,2025-01-13,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0411,Cauliflower,14,666.54,Monday,47.61,666.54
FreshMart Group,2025-01-03,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0412,Mango,4,178.72,Friday,44.68,178.72
FreshMart Group,2025-02-05,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0413,Pumpkin,8,126.72,Wednesday,15.84,126.72
FreshMart Group,2025-01-02,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0414,Banana,16,1156.8,Thursday,72.3,1156.8
FreshMart Group,2025-01-06,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0415,Potato,18,1362.06,Monday,75.67,1362.06
FreshMart Group,2025-01-06,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0416,Blueberry,20,1019.6,Monday,50.98,1019.6
FreshMart Group,2025-01-11,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0417,Carrot,2,176.0,Saturday,88.0,176.0
FreshMart Group,2025-02-03,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0418,Lettuce,5,294.25,Monday,58.85,294.25
FreshMart Group,2025-02-19,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0419,Plum,18,1187.64,Wednesday,65.98,1187.64
FreshMart Group,2025-02-20,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0420,Mosambi,18,1112.76,Thursday,61.82,1112.76
FreshMart Group,2025-02-08,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0421,Peach,7,579.18,Saturday,82.74,579.18
FreshMart Group,2025-01-25,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0422,Lettuce,2,69.56,Saturday,34.78,69.56
FreshMart Group,2025-02-08,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0423,Banana,9,409.5,Saturday,45.5,409.5
FreshMart Group,2025-01-29,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0424,Peach,2,83.48,Wednesday,41.74,83.48
FreshMart Group,2025-01-31,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0425,Blueberry,17,839.46,Friday,49.38,839.46
FreshMart Group,2025-02-11,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0426,Peach,2,59.46,Tuesday,29.73,59.46
FreshMart Group,2025-02-03,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0427,Lemon,15,1157.4,Monday,77.16,1157.4
FreshMart Group,2025-01-21,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0428,Lemon,17,1034.96,Tuesday,60.88,1034.96
FreshMart Group,2025-02-28,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0429,Cabbage,10,679.0,Friday,67.9,679.0
FreshMart Group,2025-01-16,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0430,Pumpkin,19,205.01,Thursday,10.79,205.01
FreshMart Group,2025-01-13,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0431,Mosambi,13,975.52,Monday,75.04,975.52
FreshMart Group,2025-02-19,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0432,Spinach,3,248.25,Wednesday,82.75,248.25
FreshMart Group,2025-02-21,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0433,Plum,10,937.0,Friday,93.7,937.0
FreshMart Group,2025-01-30,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0434,Cabbage,5,223.1,Thursday,44.62,223.1
FreshMart Group,2025-01-28,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0435,Beetroot,5,99.25,Tuesday,19.85,99.25
FreshMart Group,2025-02-22,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0436,Bottle Gourd,9,366.21,Saturday,40.69,366.21
FreshMart Group,2025-02-23,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0437,Potato,16,890.72,Sunday,55.67,890.72
FreshMart Group,2025-01-25,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0438,Plum,15,1369.95,Saturday,91.33,1369.95
FreshMart Group,2025-01-24,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0439,Pumpkin,20,1359.0,Friday,67.95,1359.0
FreshMart Group,2025-02-06,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0440,Mosambi,20,874.0,Thursday,43.7,874.0
FreshMart Group,2025-02-26,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0441,Strawberry,5,249.5,Wednesday,49.9,249.5
FreshMart Group,2025-02-04,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0442,Strawberry,18,1564.56,Tuesday,86.92,1564.56
FreshMart Group,2025-01-24,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0443,Pineapple,14,1090.88,Friday,77.92,1090.88
FreshMart Group,2025-02-26,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0444,Orange,4,49.52,Wednesday,12.38,49.52
FreshMart Group,2025-02-05,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0445,Blueberry,13,346.32,Wednesday,26.64,346.32
FreshMart Group,2025-02-14,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0446,Cabbage,17,1655.12,Friday,97.36,1655.12
FreshMart Group,2025-02-19,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0447,Pumpkin,15,710.55,Wednesday,47.37,710.55
FreshMart Group,2025-03-02,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0448,Pumpkin,10,463.2,Sunday,46.32,463.2
FreshMart Group,2025-02-17,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0449,Blueberry,17,244.63,Monday,14.39,244.63
FreshMart Group,2025-01-10,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0450,Bottle Gourd,6,81.78,Friday,13.63,81.78
FreshMart Group,2025-02-17,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0451,Cauliflower,15,393.45,Monday,26.23,393.45
FreshMart Group,2025-02-25,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0452,Plum,19,723.14,Tuesday,38.06,723.14
FreshMart Group,2025-01-03,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0453,Spinach,1,36.79,Friday,36.79,36.79
FreshMart Group,2025-02-20,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0454,Pumpkin,17,1085.28,Thursday,63.84,1085.28
FreshMart Group,2025-02-08,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0455,Peach,5,422.0,Saturday,84.4,422.0
FreshMart Group,2025-02-05,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0456,Orange,6,551.22,Wednesday,91.87,551.22
FreshMart Group,2025-02-12,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0457,Orange,2,47.82,Wednesday,23.91,47.82
FreshMart Group,2025-01-19,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0458,Pineapple,13,964.73,Sunday,74.21,964.73
FreshMart Group,2025-02-20,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0459,Lettuce,8,720.08,Thursday,90.01,720.08
FreshMart Group,2025-03-01,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0460,Lemon,10,182.6,Saturday,18.26,182.6
FreshMart Group,2025-01-02,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0461,Orange,14,948.5,Thursday,67.75,948.5
FreshMart Group,2025-01-29,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0462,Spinach,2,184.66,Wednesday,92.33,184.66
FreshMart Group,2025-01-08,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0463,Beetroot,15,1049.1,Wednesday,69.94,1049.1
FreshMart Group,2025-02-22,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0464,Cauliflower,4,131.04,Saturday,32.76,131.04
FreshMart Group,2025-01-21,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0465,Spinach,3,122.91,Tuesday,40.97,122.91
FreshMart Group,2025-02-18,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0466,Bottle Gourd,10,925.9,Tuesday,92.59,925.9
FreshMart Group,2025-01-03,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0467,Strawberry,15,637.2,Friday,42.48,637.2
FreshMart Group,2025-01-09,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0468,Pumpkin,9,92.79,Thursday,10.31,92.79
FreshMart Group,2025-01-19,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0469,Strawberry,15,804.75,Sunday,53.65,804.75
FreshMart Group,2025-02-12,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0470,Strawberry,20,1867.0,Wednesday,93.35,1867.0
FreshMart Group,2025-02-13,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0471,Strawberry,13,259.09,Thursday,19.93,259.09
FreshMart Group,2025-01-02,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0472,Spinach,20,1152.2,Thursday,57.61,1152.2
FreshMart Group,2025-01-25,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0473,Spinach,20,471.2,Saturday,23.56,471.2
FreshMart Group,2025-02-03,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0474,Lettuce,6,405.0,Monday,67.5,405.0
FreshMart Group,2025-01-14,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0475,Peach,20,1599.8,Tuesday,79.99,1599.8
FreshMart Group,2025-01-23,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0476,Banana,5,475.3,Thursday,95.06,475.3
FreshMart Group,2025-02-01,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0477,Pineapple,15,286.35,Saturday,19.09,286.35
FreshMart Group,2025-02-18,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0478,Plum,11,732.49,Tuesday,66.59,732.49
FreshMart Group,2025-01-12,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0479,Pineapple,19,731.31,Sunday,38.49,731.31
FreshMart Group,2025-01-31,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0480,Cabbage,17,1511.13,Friday,88.89,1511.13
FreshMart Group,2025-02-05,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0481,Strawberry,17,678.98,Wednesday,39.94,678.98
FreshMart Group,2025-02-01,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0482,Pineapple,16,1215.2,Saturday,75.95,1215.2
FreshMart Group,2025-02-20,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0483,Plum,13,995.93,Thursday,76.61,995.93
FreshMart Group,2025-01-29,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0484,Plum,3,292.53,Wednesday,97.51,292.53
FreshMart Group,2025-02-19,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0485,Bottle Gourd,19,1165.84,Wednesday,61.36,1165.84
FreshMart Group,2025-02-26,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0486,Beetroot,7,160.02,Wednesday,22.86,160.02
FreshMart Group,2025-01-08,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0487,Orange,20,1003.4,Wednesday,50.17,1003.4
FreshMart Group,2025-01-30,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0488,Blueberry,14,513.38,Thursday,36.67,513.38
FreshMart Group,2025-01-08,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0489,Cauliflower,8,385.36,Wednesday,48.17,385.36
FreshMart Group,2025-03-01,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0490,Pineapple,9,608.13,Saturday,67.57,608.13
FreshMart Group,2025-02-09,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0491,Blueberry,14,363.3,Sunday,25.95,363.3
FreshMart Group,2025-02-23,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0492,Beetroot,17,549.44,Sunday,32.32,549.44
FreshMart Group,2025-03-01,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0493,Peach,20,540.8,Saturday,27.04,540.8
FreshMart Group,2025-01-26,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0494,Orange,2,61.8,Sunday,30.9,61.8
FreshMart Group,2025-01-01,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0495,Spinach,19,815.86,Wednesday,42.94,815.86
FreshMart Group,2025-01-05,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0496,Cabbage,10,629.0,Sunday,62.9,629.0
FreshMart Group,2025-03-02,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0497,Cauliflower,9,435.15,Sunday,48.35,435.15
FreshMart Group,2025-02-07,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0498,Banana,20,1047.6,Friday,52.38,1047.6
FreshMart Group,2025-02-24,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0499,Pumpkin,20,1124.4,Monday,56.22,1124.4
FreshMart Group,2025-01-27,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0500,Lemon,19,1622.22,Monday,85.38,1622.22
FreshMart Group,2025-02-14,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0501,Pumpkin,19,1523.61,Friday,80.19,1523.61
FreshMart Group,2025-01-27,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0502,Cauliflower,7,243.53,Monday,34.79,243.53
FreshMart Group,2025-02-23,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0503,Peach,7,178.08,Sunday,25.44,178.08
FreshMart Group,2025-01-27,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0504,Plum,10,529.2,Monday,52.92,529.2
FreshMart Group,2025-01-26,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0505,Lemon,14,1224.72,Sunday,87.48,1224.72
FreshMart Group,2025-01-20,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0506,Bottle Gourd,17,281.18,Monday,16.54,281.18
FreshMart Group,2025-02-06,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0507,Pumpkin,3,68.52,Thursday,22.84,68.52
FreshMart Group,2025-01-20,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0508,Strawberry,10,479.9,Monday,47.99,479.9
FreshMart Group,2025-01-11,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0509,Pineapple,17,1539.01,Saturday,90.53,1539.01
FreshMart Group,2025-02-23,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0510,Strawberry,2,93.66,Sunday,46.83,93.66
FreshMart Group,2025-02-07,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0511,Strawberry,3,89.91,Friday,29.97,89.91
FreshMart Group,2025-01-24,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0512,Mango,10,106.3,Friday,10.63,106.3
FreshMart Group,2025-02-27,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0513,Mango,11,838.53,Thursday,76.23,838.53
FreshMart Group,2025-02-05,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0514,Pumpkin,9,452.52,Wednesday,50.28,452.52
FreshMart Group,2025-01-28,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0515,Cauliflower,11,494.01,Tuesday,44.91,494.01
FreshMart Group,2025-01-04,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0516,Spinach,10,218.5,Saturday,21.85,218.5
FreshMart Group,2025-01-22,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0517,Orange,14,1216.88,Wednesday,86.92,1216.88
FreshMart Group,2025-01-16,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0518,Strawberry,17,779.28,Thursday,45.84,779.28
FreshMart Group,2025-01-07,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0519,Carrot,5,414.45,Tuesday,82.89,414.45
FreshMart Group,2025-02-22,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0520,Pineapple,10,820.8,Saturday,82.08,820.8
FreshMart Group,2025-02-28,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0521,Lettuce,5,148.2,Friday,29.64,148.2
FreshMart Group,2025-01-24,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0522,Peach,16,876.16,Friday,54.76,876.16
FreshMart Group,2025-01-07,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0523,Pumpkin,11,456.5,Tuesday,41.5,456.5
FreshMart Group,2025-01-24,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0524,Strawberry,1,94.43,Friday,94.43,94.43
FreshMart Group,2025-01-15,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0525,Beetroot,3,243.81,Wednesday,81.27,243.81
FreshMart Group,2025-01-14,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0526,Orange,10,447.6,Tuesday,44.76,447.6
FreshMart Group,2025-01-01,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0527,Bottle Gourd,11,861.85,Wednesday,78.35,861.85
FreshMart Group,2025-02-18,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0528,Mosambi,1,69.8,Tuesday,69.8,69.8
FreshMart Group,2025-01-10,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0529,Blueberry,8,765.36,Friday,95.67,765.36
FreshMart Group,2025-01-27,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0530,Bottle Gourd,10,727.2,Monday,72.72,727.2
FreshMart Group,2025-01-29,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0531,Blueberry,15,1106.7,Wednesday,73.78,1106.7
FreshMart Group,2025-02-22,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0532,Lettuce,18,1746.72,Saturday,97.04,1746.72
FreshMart Group,2025-02-20,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0533,Plum,15,1107.0,Thursday,73.8,1107.0
FreshMart Group,2025-02-12,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0534,Cauliflower,1,83.7,Wednesday,83.7,83.7
FreshMart Group,2025-01-19,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0535,Spinach,16,208.48,Sunday,13.03,208.48
FreshMart Group,2025-02-09,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0536,Plum,9,97.29,Sunday,10.81,97.29
FreshMart Group,2025-02-04,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0537,Cabbage,12,270.24,Tuesday,22.52,270.24
FreshMart Group,2025-01-08,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0538,Lemon,8,214.88,Wednesday,26.86,214.88
FreshMart Group,2025-02-22,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0539,Lettuce,16,997.76,Saturday,62.36,997.76
FreshMart Group,2025-02-04,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0540,Orange,8,446.64,Tuesday,55.83,446.64
FreshMart Group,2025-02-03,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0541,Banana,10,537.6,Monday,53.76,537.6
FreshMart Group,2025-02-12,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0542,Blueberry,5,146.7,Wednesday,29.34,146.7
FreshMart Group,2025-02-28,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0543,Strawberry,2,74.48,Friday,37.24,74.48
FreshMart Group,2025-02-21,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0544,Pumpkin,10,661.3,Friday,66.13,661.3
FreshMart Group,2025-02-23,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0545,Orange,5,287.5,Sunday,57.5,287.5
FreshMart Group,2025-01-02,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0546,Bottle Gourd,6,307.38,Thursday,51.23,307.38
FreshMart Group,2025-02-27,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0547,Blueberry,20,1698.8,Thursday,84.94,1698.8
FreshMart Group,2025-02-24,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0548,Potato,4,150.72,Monday,37.68,150.72
FreshMart Group,2025-01-07,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0549,Pumpkin,20,1586.6,Tuesday,79.33,1586.6
FreshMart Group,2025-01-07,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0550,Lettuce,8,425.44,Tuesday,53.18,425.44
FreshMart Group,2025-02-09,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0551,Cabbage,10,613.2,Sunday,61.32,613.2
FreshMart Group,2025-02-18,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0552,Carrot,5,279.05,Tuesday,55.81,279.05
FreshMart Group,2025-02-18,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0553,Carrot,5,343.2,Tuesday,68.64,343.2
FreshMart Group,2025-01-28,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0554,Bottle Gourd,13,399.36,Tuesday,30.72,399.36
FreshMart Group,2025-02-14,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0555,Bottle Gourd,8,159.2,Friday,19.9,159.2
FreshMart Group,2025-01-11,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0556,Mango,20,1433.0,Saturday,71.65,1433.0
FreshMart Group,2025-02-21,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0557,Lettuce,18,731.34,Friday,40.63,731.34
FreshMart Group,2025-01-28,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0558,Lemon,1,19.05,Tuesday,19.05,19.05
FreshMart Group,2025-02-12,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0559,Banana,9,123.75,Wednesday,13.75,123.75
FreshMart Group,2025-02-05,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0560,Cabbage,15,515.1,Wednesday,34.34,515.1
FreshMart Group,2025-02-19,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0561,Peach,4,47.32,Wednesday,11.83,47.32
FreshMart Group,2025-02-11,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0562,Plum,19,936.89,Tuesday,49.31,936.89
FreshMart Group,2025-02-03,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0563,Bottle Gourd,10,383.2,Monday,38.32,383.2
FreshMart Group,2025-01-02,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0564,Cabbage,18,672.66,Thursday,37.37,672.66
